cross_track_error,reached_goal,collision,reward,timesteps,duration,progress,pathlength
0.0,0.0,1.0,-1118.0185987894704,15.0,15.0,0.689,0.0
0.0,0.0,1.0,-1082.997115939804,9.0,9.0,0.6948,0.0
0.0,1.0,0.0,897.0542026509506,16.0,16.0,1.0042,0.0
0.0,1.0,0.0,894.6704389543432,16.0,16.0,1.014,0.0
0.0,1.0,0.0,883.0854595073712,17.0,17.0,1.0092,0.0
0.0,0.0,1.0,-1167.0626096920796,17.0,17.0,0.6757,0.0
0.0,0.0,1.0,-1196.3960178142422,39.0,39.0,0.8928,0.0
0.0,0.0,1.0,-1162.2122321626418,22.0,22.0,0.6988,0.0
0.0,0.0,1.0,-1206.9222704247484,32.0,32.0,0.8578,0.0
0.0,0.0,1.0,-1189.8719670276555,27.0,27.0,0.7292,0.0
0.0,0.0,1.0,-1090.0472775073179,10.0,10.0,0.6797,0.0
0.0,0.0,1.0,-1147.6389537489129,15.0,15.0,0.7423,0.0
0.0,1.0,0.0,736.2444589524987,55.0,55.0,1.0061,0.0
0.0,1.0,0.0,836.7341052071906,36.0,36.0,1.0054,0.0
0.0,1.0,0.0,582.2831590122873,81.0,81.0,1.0288,0.0
0.0,0.0,1.0,-1236.0253597687868,44.0,44.0,0.9625,0.0
0.0,0.0,1.0,-1183.2119400681702,18.0,18.0,0.4808,0.0
0.0,0.0,1.0,-1222.5301213093223,40.0,40.0,0.8503,0.0
0.0,0.0,1.0,-1137.0030818671535,24.0,24.0,0.9477,0.0
0.0,0.0,1.0,-1091.1404152134025,10.0,10.0,0.6921,0.0
0.0,0.0,1.0,-1140.6843016632865,18.0,18.0,0.7377,0.0
0.0,0.0,1.0,-1181.9525911507235,26.0,26.0,0.781,0.0
0.0,0.0,1.0,-1171.504277753507,34.0,34.0,0.9108,0.0
0.0,0.0,1.0,-1106.1143890826295,11.0,11.0,0.6024,0.0
0.0,0.0,1.0,-1280.645840405809,51.0,51.0,0.9058,0.0
0.0,1.0,0.0,897.4757044822128,15.0,15.0,1.0079,0.0
0.0,0.0,1.0,-1067.15950061009,8.0,8.0,0.7977,0.0
0.0,0.0,1.0,-1077.8121157829096,9.0,9.0,0.7974,0.0
0.0,0.0,1.0,-1059.9230024049868,7.0,7.0,0.7489,0.0
0.0,0.0,1.0,-1311.624476788947,36.0,36.0,0.6645,0.0
0.0,1.0,0.0,875.0901119916541,25.0,25.0,1.006,0.0
0.0,1.0,0.0,879.979930603275,17.0,17.0,1.0651,0.0
0.0,0.0,1.0,-1146.529221608854,16.0,16.0,0.6457,0.0
0.0,1.0,0.0,633.5159250262244,66.0,66.0,1.0116,0.0
0.0,1.0,0.0,793.3685247324288,40.0,40.0,1.0349,0.0
0.0,0.0,1.0,-1350.722381740893,76.0,76.0,0.7762,0.0
0.0,0.0,1.0,-1112.608965344873,13.0,13.0,0.6776,0.0
0.0,0.0,1.0,-1138.0607901095425,22.0,22.0,0.994,0.0
0.0,1.0,1.0,-1139.9340636249954,21.0,21.0,1.0117,0.0
0.0,1.0,0.0,894.7740144569526,17.0,17.0,1.0211,0.0
0.0,0.0,1.0,-1151.4974722423742,17.0,17.0,0.5764,0.0
0.0,0.0,1.0,-1115.196840938713,13.0,13.0,0.9269,0.0
0.0,0.0,1.0,-1071.7411469684682,8.0,8.0,0.6328,0.0
0.0,0.0,1.0,-1263.1722590850407,44.0,44.0,0.8604,0.0
0.0,0.0,1.0,-1110.8865995663796,12.0,12.0,0.6832,0.0
0.0,1.0,0.0,891.5409941928975,17.0,17.0,1.035,0.0
0.0,0.0,1.0,-1117.816215083985,21.0,21.0,0.8374,0.0
0.0,0.0,1.0,-1304.0291390899997,55.0,55.0,0.9297,0.0
0.0,0.0,1.0,-1092.6079562663815,11.0,11.0,0.7903,0.0
0.0,0.0,1.0,-1147.1937388333367,15.0,15.0,0.6868,0.0
0.0,0.0,1.0,-1088.8642019201911,10.0,10.0,0.7665,0.0
0.0,0.0,1.0,-1085.1131853469408,10.0,10.0,0.6805,0.0
0.0,0.0,1.0,-1095.3381504966865,10.0,10.0,0.6637,0.0
0.0,0.0,1.0,-1158.5511560386803,18.0,18.0,0.6008,0.0
0.0,0.0,1.0,-1397.0891786289337,54.0,54.0,0.8104,0.0
0.0,0.0,1.0,-1072.799377377214,9.0,9.0,0.7299,0.0
0.0,0.0,1.0,-1074.8306021132696,8.0,8.0,0.6263,0.0
0.0,0.0,1.0,-1294.100984418151,52.0,52.0,0.8353,0.0
0.0,0.0,1.0,-1104.2274296013848,11.0,11.0,0.7153,0.0
0.0,0.0,1.0,-1213.2434910620668,40.0,40.0,0.8722,0.0
0.0,0.0,1.0,-1218.0726679774102,39.0,39.0,0.8382,0.0
0.0,0.0,1.0,-1075.9954213075248,9.0,9.0,0.7572,0.0
0.0,0.0,1.0,-1108.9313954251452,13.0,13.0,0.8267,0.0
0.0,0.0,1.0,-1100.6644942654357,10.0,10.0,0.6085,0.0
0.0,0.0,1.0,-1226.7380250423344,49.0,49.0,0.7938,0.0
0.0,1.0,1.0,-1243.0906997430482,38.0,38.0,1.0302,0.0
0.0,0.0,1.0,-1132.260842142192,19.0,19.0,0.8295,0.0
0.0,0.0,1.0,-1103.1824390430493,13.0,13.0,0.9358,0.0
0.0,0.0,1.0,-1061.4887124335778,7.0,7.0,0.6759,0.0
0.0,1.0,0.0,847.792232848899,27.0,27.0,1.0226,0.0
0.0,1.0,0.0,762.3210275600856,35.0,35.0,1.0012,0.0
0.0,0.0,1.0,-1110.2712127014172,12.0,12.0,0.6482,0.0
0.0,0.0,1.0,-1123.363723545357,21.0,21.0,0.9824,0.0
0.0,0.0,1.0,-1112.3435559952777,16.0,16.0,0.8679,0.0
0.0,0.0,1.0,-1269.545929626685,43.0,43.0,0.792,0.0
0.0,0.0,1.0,-1068.2218730593502,8.0,8.0,0.7746,0.0
0.0,0.0,1.0,-1067.5072946659106,8.0,8.0,0.6795,0.0
0.0,0.0,1.0,-1078.2825535335203,9.0,9.0,0.6819,0.0
0.0,0.0,1.0,-1090.1328358095247,9.0,9.0,0.5902,0.0
0.0,0.0,1.0,-1198.7364762835257,31.0,31.0,0.7708,0.0
0.0,0.0,1.0,-1256.8210246524277,44.0,44.0,0.7258,0.0
0.0,0.0,1.0,-1077.258852823584,9.0,9.0,0.6958,0.0
0.0,1.0,0.0,686.8100516289187,52.0,52.0,1.0384,0.0
0.0,1.0,0.0,716.4754950260182,53.0,53.0,1.0081,0.0
0.0,1.0,0.0,822.6897545161299,32.0,32.0,1.0344,0.0
0.0,1.0,0.0,907.3392639499466,16.0,16.0,1.047,0.0
0.0,0.0,1.0,-1112.3367591449316,20.0,20.0,0.9896,0.0
0.0,0.0,1.0,-1108.0323180972687,14.0,14.0,0.8133,0.0
0.0,0.0,1.0,-1470.125286215669,87.0,87.0,0.8693,0.0
0.0,1.0,0.0,845.3396323059443,27.0,27.0,1.0418,0.0
0.0,0.0,1.0,-1122.1780509879816,20.0,20.0,0.8461,0.0
0.0,0.0,1.0,-1069.009852330131,8.0,8.0,0.7055,0.0
0.0,0.0,1.0,-1158.2404726031245,25.0,25.0,0.7998,0.0
0.0,0.0,1.0,-1082.961567204736,10.0,10.0,0.7078,0.0
0.0,0.0,1.0,-1070.5084197752858,8.0,8.0,0.7356,0.0
0.0,0.0,1.0,-1112.144959278329,13.0,13.0,0.6973,0.0
0.0,0.0,1.0,-1089.2645573068762,10.0,10.0,0.7058,0.0
0.0,0.0,1.0,-1139.4914401560268,18.0,18.0,0.7421,0.0
0.0,0.0,1.0,-1108.4698386541688,12.0,12.0,0.7226,0.0
0.0,0.0,1.0,-1093.8290758159942,11.0,11.0,0.6596,0.0
0.0,1.0,0.0,722.5320586969137,45.0,45.0,1.0003,0.0
0.0,1.0,0.0,821.773896430801,30.0,30.0,1.0172,0.0
0.0,0.0,1.0,-1085.727220796781,11.0,11.0,0.8317,0.0
0.0,0.0,1.0,-1433.1760995800614,77.0,77.0,0.8368,0.0
0.0,1.0,0.0,852.1672366064254,23.0,23.0,1.0058,0.0
0.0,0.0,1.0,-1095.0528781219678,12.0,12.0,0.7598,0.0
0.0,0.0,1.0,-1070.1331584462325,8.0,8.0,0.6955,0.0
0.0,0.0,1.0,-1133.3280680171486,16.0,16.0,0.6534,0.0
0.0,1.0,0.0,808.9337507119457,25.0,25.0,1.0171,0.0
0.0,0.0,1.0,-1103.1994711212128,12.0,12.0,0.692,0.0
0.0,0.0,1.0,-1430.1147804677735,64.0,64.0,0.7973,0.0
0.0,1.0,0.0,767.3495835301783,55.0,55.0,1.0004,0.0
0.0,0.0,1.0,-1069.3732135056853,8.0,8.0,0.7146,0.0
0.0,0.0,1.0,-1114.864489728884,12.0,12.0,0.5708,0.0
0.0,0.0,1.0,-1428.5932061121187,80.0,80.0,0.7585,0.0
0.0,0.0,1.0,-1300.5551936746865,65.0,65.0,0.8133,0.0
0.0,0.0,1.0,-1119.4714405047464,21.0,21.0,0.9047,0.0
0.0,0.0,1.0,-1072.6846161410003,10.0,10.0,0.9662,0.0
0.0,1.0,0.0,454.55114683617194,108.0,108.0,1.0087,0.0
0.0,1.0,0.0,864.9049915645548,30.0,30.0,1.0097,0.0
0.0,0.0,1.0,-1076.7065732207723,9.0,9.0,0.6706,0.0
0.0,0.0,1.0,-1130.08616202411,15.0,15.0,0.5434,0.0
0.0,0.0,1.0,-1383.1007154874137,63.0,63.0,0.8845,0.0
0.0,1.0,0.0,889.4984245838341,17.0,17.0,1.0308,0.0
0.0,0.0,1.0,-1247.3327171504452,38.0,38.0,0.8832,0.0
0.0,1.0,0.0,868.3077547023165,22.0,22.0,1.0125,0.0
0.0,0.0,1.0,-1230.1247930612428,41.0,41.0,0.8534,0.0
0.0,1.0,0.0,781.341197010626,44.0,44.0,1.016,0.0
0.0,0.0,1.0,-1091.1094662582916,10.0,10.0,0.6476,0.0
0.0,0.0,1.0,-1105.5910338168696,11.0,11.0,0.6543,0.0
0.0,1.0,0.0,845.0724365694732,29.0,29.0,1.0043,0.0
0.0,0.0,1.0,-1102.3323858785784,14.0,14.0,0.8731,0.0
0.0,0.0,1.0,-1161.0325237366083,25.0,25.0,0.8272,0.0
0.0,0.0,1.0,-1283.9492580521837,47.0,47.0,0.7501,0.0
0.0,0.0,1.0,-1124.9814761304192,14.0,14.0,0.6673,0.0
0.0,0.0,1.0,-1107.9342497021223,17.0,17.0,0.7843,0.0
0.0,0.0,1.0,-1350.034596936485,67.0,67.0,0.8464,0.0
0.0,0.0,1.0,-1124.2943147913986,15.0,15.0,0.7292,0.0
0.0,0.0,1.0,-1092.6689561412143,11.0,11.0,0.815,0.0
0.0,0.0,1.0,-1189.509865437283,26.0,26.0,0.7986,0.0
0.0,1.0,0.0,927.119912892958,11.0,11.0,1.0245,0.0
0.0,0.0,1.0,-1203.9991501701675,47.0,47.0,0.8267,0.0
0.0,0.0,1.0,-1511.6114903960583,97.0,97.0,0.9522,0.0
0.0,0.0,1.0,-1109.633979240863,11.0,11.0,0.6449,0.0
0.0,0.0,1.0,-1114.3167682042063,13.0,13.0,0.7145,0.0
0.0,0.0,1.0,-1140.2101055556104,23.0,23.0,0.9285,0.0
0.0,0.0,1.0,-1077.0302298933827,9.0,9.0,0.7275,0.0
0.0,1.0,0.0,834.615228403554,26.0,26.0,1.0136,0.0
0.0,0.0,1.0,-1083.787855594841,9.0,9.0,0.6778,0.0
0.0,0.0,1.0,-1385.556875877467,71.0,71.0,0.8692,0.0
0.0,0.0,1.0,-1135.6387443604085,14.0,14.0,0.6052,0.0
0.0,0.0,1.0,-1057.941407354788,7.0,7.0,0.8237,0.0
0.0,1.0,0.0,756.6494015284793,44.0,44.0,1.0093,0.0
0.0,0.0,1.0,-1170.2479257530335,24.0,24.0,0.8197,0.0
0.0,1.0,0.0,903.373622428491,15.0,15.0,1.0088,0.0
0.0,1.0,0.0,694.5678612038666,56.0,56.0,1.0344,0.0
0.0,1.0,0.0,567.1957447195675,91.0,91.0,1.0023,0.0
0.0,0.0,1.0,-1125.0102188535052,19.0,19.0,0.7919,0.0
0.0,0.0,1.0,-1073.0511108717178,8.0,8.0,0.711,0.0
0.0,0.0,1.0,-1090.5684324151202,10.0,10.0,0.6623,0.0
0.0,0.0,1.0,-1106.1578614856112,14.0,14.0,0.7179,0.0
0.0,0.0,1.0,-1100.4803739605568,12.0,12.0,0.7025,0.0
0.0,0.0,1.0,-1103.775964793383,12.0,12.0,0.7139,0.0
0.0,0.0,1.0,-1122.029316246755,18.0,18.0,0.8559,0.0
0.0,1.0,0.0,854.2415608273313,26.0,26.0,1.0227,0.0
0.0,0.0,1.0,-1068.3089715945885,8.0,8.0,0.723,0.0
0.0,1.0,0.0,860.3081090049304,24.0,24.0,1.0217,0.0
0.0,0.0,1.0,-1066.626892933779,8.0,8.0,0.8165,0.0
0.0,0.0,1.0,-1140.264356510817,21.0,21.0,0.7729,0.0
0.0,0.0,1.0,-1152.5315223964644,15.0,15.0,0.5695,0.0
0.0,0.0,1.0,-1071.1202891607686,8.0,8.0,0.6905,0.0
0.0,0.0,1.0,-1089.2786710706446,11.0,11.0,0.757,0.0
0.0,0.0,1.0,-1092.5406172156488,10.0,10.0,0.6715,0.0
0.0,0.0,1.0,-1089.819062457654,10.0,10.0,0.7462,0.0
0.0,0.0,1.0,-1091.1875935238704,10.0,10.0,0.6558,0.0
0.0,0.0,1.0,-1192.7664693264676,22.0,22.0,0.6271,0.0
0.0,0.0,1.0,-1069.4956253632884,9.0,9.0,0.7623,0.0
0.0,0.0,1.0,-1162.7526486545876,24.0,24.0,0.7282,0.0
0.0,0.0,1.0,-1102.0034886960302,11.0,11.0,0.6961,0.0
0.0,0.0,1.0,-1115.3630850452266,20.0,20.0,0.8564,0.0
0.0,0.0,1.0,-1105.2825304650935,13.0,13.0,0.7804,0.0
0.0,0.0,1.0,-1114.2449348036837,15.0,15.0,0.8962,0.0
0.0,0.0,1.0,-1351.61296610025,49.0,49.0,0.7664,0.0
0.0,1.0,0.0,853.5246346221581,24.0,24.0,1.0057,0.0
0.0,0.0,1.0,-1094.1107072553834,10.0,10.0,0.7086,0.0
0.0,0.0,1.0,-1081.8285644379891,9.0,9.0,0.6329,0.0
0.0,0.0,1.0,-1242.3799918491798,45.0,45.0,0.9531,0.0
0.0,0.0,1.0,-1165.3061765180694,29.0,29.0,0.9426,0.0
0.0,0.0,1.0,-1097.159192788215,12.0,12.0,0.8215,0.0
0.0,0.0,1.0,-1101.977537794051,12.0,12.0,0.7774,0.0
0.0,0.0,1.0,-1154.2287560518978,21.0,21.0,0.8026,0.0
0.0,0.0,1.0,-1308.8912446854208,51.0,51.0,0.9118,0.0
0.0,0.0,1.0,-1106.7334902988796,13.0,13.0,0.8198,0.0
0.0,0.0,1.0,-1069.9291821284626,8.0,8.0,0.6891,0.0
0.0,0.0,1.0,-1176.5674122748758,25.0,25.0,0.852,0.0
0.0,0.0,1.0,-1112.3551128585095,12.0,12.0,0.6369,0.0
0.0,0.0,1.0,-1106.755802462708,13.0,13.0,0.8048,0.0
0.0,0.0,1.0,-1086.7483135042942,10.0,10.0,0.6887,0.0
0.0,1.0,0.0,860.693741534476,22.0,22.0,1.0111,0.0
0.0,0.0,1.0,-1083.1368673141828,9.0,9.0,0.6051,0.0
0.0,0.0,1.0,-1124.1291144848324,14.0,14.0,0.6122,0.0
0.0,0.0,1.0,-1121.7716701965073,15.0,15.0,0.6959,0.0
0.0,0.0,1.0,-1067.0444511827807,8.0,8.0,0.6719,0.0
0.0,0.0,1.0,-1073.2443539835938,8.0,8.0,0.6709,0.0
0.0,0.0,1.0,-1086.6704420044111,9.0,9.0,0.5894,0.0
0.0,0.0,1.0,-1120.1030821054944,16.0,16.0,0.7191,0.0
0.0,0.0,1.0,-1287.611995155612,50.0,50.0,0.7752,0.0
0.0,0.0,1.0,-1099.1821269515162,12.0,12.0,0.773,0.0
0.0,0.0,1.0,-1247.5595773125037,55.0,55.0,0.9419,0.0
0.0,0.0,1.0,-1088.4295141099014,10.0,10.0,0.6313,0.0
0.0,0.0,1.0,-1078.2996406731072,9.0,9.0,0.7648,0.0
0.0,0.0,1.0,-1116.8400445460516,15.0,15.0,0.7571,0.0
0.0,0.0,1.0,-1179.4356054785953,21.0,21.0,0.6157,0.0
0.0,0.0,1.0,-1137.94863522896,19.0,19.0,0.669,0.0
0.0,0.0,1.0,-1100.707253489863,11.0,11.0,0.6955,0.0
0.0,0.0,1.0,-1090.3133676913965,9.0,9.0,0.4784,0.0
0.0,0.0,1.0,-1112.5301495495607,14.0,14.0,0.6609,0.0
0.0,0.0,1.0,-1144.7725264165313,19.0,19.0,0.7367,0.0
0.0,0.0,1.0,-1453.8902491658382,84.0,84.0,0.9635,0.0
0.0,0.0,1.0,-1094.9064400304057,11.0,11.0,0.6875,0.0
0.0,0.0,1.0,-1090.9303741474007,11.0,11.0,0.7691,0.0
0.0,0.0,1.0,-1180.229908914596,23.0,23.0,0.694,0.0
0.0,0.0,1.0,-1070.638976311311,8.0,8.0,0.7002,0.0
0.0,0.0,1.0,-1104.4302365846345,11.0,11.0,0.6244,0.0
0.0,0.0,1.0,-1209.0423446427037,32.0,32.0,0.7977,0.0
0.0,0.0,1.0,-1080.9501063197742,9.0,9.0,0.6355,0.0
0.0,0.0,1.0,-1249.406940438372,36.0,36.0,0.8036,0.0
0.0,1.0,0.0,739.5582476564789,47.0,47.0,1.0034,0.0
0.0,0.0,1.0,-1096.9098925159096,11.0,11.0,0.7153,0.0
0.0,0.0,1.0,-1163.4573665494202,16.0,16.0,0.4879,0.0
0.0,0.0,1.0,-1344.6287256802339,65.0,65.0,0.8583,0.0
0.0,0.0,1.0,-1086.7387871400585,10.0,10.0,0.6776,0.0
0.0,1.0,0.0,752.4117385195489,39.0,39.0,1.0213,0.0
0.0,0.0,1.0,-1215.510310900011,40.0,40.0,0.8548,0.0
0.0,1.0,0.0,776.842819903802,40.0,40.0,1.0143,0.0
0.0,0.0,1.0,-1073.3228631325965,8.0,8.0,0.5845,0.0
0.0,0.0,1.0,-1145.9900448350995,20.0,20.0,0.8626,0.0
0.0,0.0,1.0,-1138.668453277896,20.0,20.0,0.8146,0.0
0.0,0.0,1.0,-1080.8747654508177,9.0,9.0,0.6261,0.0
0.0,0.0,1.0,-1070.9201867752179,8.0,8.0,0.6631,0.0
0.0,0.0,1.0,-1101.736001834439,11.0,11.0,0.6821,0.0
0.0,0.0,1.0,-1078.186781196689,9.0,9.0,0.6974,0.0
0.0,0.0,1.0,-1091.0184753500414,11.0,11.0,0.7496,0.0
0.0,0.0,1.0,-1093.5105478598607,10.0,10.0,0.6169,0.0
0.0,1.0,0.0,845.0882420839682,26.0,26.0,1.0281,0.0
0.0,0.0,1.0,-1116.8827952468173,13.0,13.0,0.6505,0.0
0.0,1.0,0.0,648.2519556427246,67.0,67.0,1.0111,0.0
0.0,0.0,1.0,-1092.6717408902896,10.0,10.0,0.7484,0.0
0.0,0.0,1.0,-1071.5230694383438,8.0,8.0,0.6736,0.0
0.0,0.0,1.0,-1228.3993655535412,32.0,32.0,0.8314,0.0
0.0,0.0,1.0,-1093.308192550241,10.0,10.0,0.7269,0.0
0.0,0.0,1.0,-1106.7474144402915,12.0,12.0,0.6659,0.0
0.0,1.0,0.0,799.6340325998574,31.0,31.0,1.0245,0.0
0.0,0.0,1.0,-1085.616567479466,9.0,9.0,0.6994,0.0
0.0,1.0,0.0,865.2058554491996,21.0,21.0,1.0078,0.0
0.0,0.0,1.0,-1096.5522882857854,14.0,14.0,0.8091,0.0
0.0,1.0,0.0,892.1860503041502,18.0,18.0,1.0293,0.0
0.0,1.0,0.0,522.686794527348,93.0,93.0,1.0035,0.0
0.0,1.0,0.0,787.3909113084608,35.0,35.0,1.0167,0.0
0.0,0.0,1.0,-1095.7255649883225,12.0,12.0,0.8315,0.0
0.0,0.0,1.0,-1279.4161599355116,54.0,54.0,0.9224,0.0
0.0,0.0,1.0,-1067.035021061104,8.0,8.0,0.7052,0.0
0.0,0.0,1.0,-1199.9894295980155,26.0,26.0,0.7234,0.0
0.0,0.0,1.0,-1129.3070920477767,16.0,16.0,0.6872,0.0
0.0,0.0,1.0,-1091.3224590458517,11.0,11.0,0.6998,0.0
0.0,0.0,1.0,-1105.3725122902301,11.0,11.0,0.6257,0.0
0.0,0.0,1.0,-1266.2564509278936,49.0,49.0,0.8902,0.0
0.0,1.0,0.0,883.766311343666,19.0,19.0,1.0493,0.0
0.0,0.0,1.0,-1178.2633435856906,29.0,29.0,0.9104,0.0
0.0,0.0,1.0,-1160.0069106864717,17.0,17.0,0.5478,0.0
0.0,0.0,1.0,-1161.5709938178707,22.0,22.0,0.7352,0.0
0.0,1.0,0.0,892.4712919335947,19.0,19.0,1.0021,0.0
0.0,0.0,1.0,-1108.9839668284692,11.0,11.0,0.5492,0.0
0.0,0.0,1.0,-1110.832814640048,12.0,12.0,0.6303,0.0
0.0,0.0,1.0,-1187.9674813271495,33.0,33.0,0.9452,0.0
0.0,1.0,0.0,780.2713515568576,46.0,46.0,1.0102,0.0
0.0,0.0,1.0,-1126.6717425835318,13.0,13.0,0.5959,0.0
0.0,0.0,1.0,-1112.765462870777,16.0,16.0,0.8685,0.0
0.0,0.0,1.0,-1125.1711442329672,16.0,16.0,0.645,0.0
0.0,0.0,1.0,-1129.6360874163788,21.0,21.0,0.9098,0.0
0.0,0.0,1.0,-1072.9699019381621,8.0,8.0,0.6075,0.0
0.0,0.0,1.0,-1095.98413994343,11.0,11.0,0.6932,0.0
0.0,0.0,1.0,-1147.586417776871,20.0,20.0,0.9106,0.0
0.0,1.0,0.0,825.3411496875151,30.0,30.0,1.0303,0.0
0.0,0.0,1.0,-1285.7874458120593,60.0,60.0,0.7665,0.0
0.0,0.0,1.0,-1086.758582055263,10.0,10.0,0.7262,0.0
0.0,1.0,0.0,806.2614839562431,44.0,44.0,1.034,0.0
0.0,1.0,0.0,810.9063112242484,35.0,35.0,1.0038,0.0
0.0,0.0,1.0,-1171.4319772909328,33.0,33.0,1.0,0.0
0.0,0.0,1.0,-1462.5653359690266,77.0,77.0,0.7883,0.0
0.0,1.0,0.0,893.7178942419073,15.0,15.0,1.0295,0.0
0.0,0.0,1.0,-1095.0410364374566,10.0,10.0,0.7145,0.0
0.0,0.0,1.0,-1066.0221545253357,8.0,8.0,0.6967,0.0
0.0,1.0,0.0,744.0215815508449,56.0,56.0,1.0033,0.0
0.0,0.0,1.0,-1112.2041769082832,12.0,12.0,0.6843,0.0
0.0,0.0,1.0,-1265.268568276721,40.0,40.0,0.8199,0.0
0.0,0.0,1.0,-1188.4871523009408,22.0,22.0,0.7767,0.0
0.0,0.0,1.0,-1137.025457660391,19.0,19.0,0.7755,0.0
0.0,0.0,1.0,-1062.204653229592,7.0,7.0,0.6854,0.0
0.0,0.0,1.0,-1178.5435315673842,29.0,29.0,0.9605,0.0
0.0,1.0,1.0,-1123.7486527552667,20.0,20.0,1.0036,0.0
0.0,0.0,1.0,-1134.713995110992,15.0,15.0,0.6771,0.0
0.0,0.0,1.0,-1076.8209728312395,9.0,9.0,0.6956,0.0
0.0,1.0,0.0,859.2829887386214,24.0,24.0,1.0287,0.0
0.0,0.0,1.0,-1120.0653739962763,12.0,12.0,0.554,0.0
0.0,1.0,1.0,-1299.6650782490135,63.0,63.0,1.0073,0.0
0.0,0.0,1.0,-1086.0124162985937,10.0,10.0,0.7667,0.0
0.0,0.0,1.0,-1140.6881345221275,28.0,28.0,0.8945,0.0
0.0,0.0,1.0,-1098.6071051588126,10.0,10.0,0.6172,0.0
0.0,1.0,0.0,796.0347049196239,41.0,41.0,1.0652,0.0
0.0,0.0,1.0,-1078.996632940928,9.0,9.0,0.6431,0.0
0.0,0.0,1.0,-1076.2560502017977,8.0,8.0,0.5381,0.0
0.0,0.0,1.0,-1140.8294232492456,18.0,18.0,0.6576,0.0
0.0,1.0,0.0,834.6187606111428,26.0,26.0,1.0014,0.0
0.0,0.0,1.0,-1115.3233940128166,15.0,15.0,0.9032,0.0
0.0,0.0,1.0,-1406.5419199408357,70.0,70.0,0.7465,0.0
0.0,0.0,1.0,-1231.6118344041147,33.0,33.0,0.755,0.0
0.0,0.0,1.0,-1181.0286194254581,24.0,24.0,0.762,0.0
0.0,0.0,1.0,-1087.8251660859446,12.0,12.0,0.7201,0.0
0.0,0.0,1.0,-1099.9207610958374,11.0,11.0,0.6799,0.0
0.0,0.0,1.0,-1092.1610327399446,10.0,10.0,0.7118,0.0
0.0,0.0,1.0,-1076.9527952222745,8.0,8.0,0.7411,0.0
0.0,0.0,1.0,-1129.6344399624243,20.0,20.0,0.8342,0.0
0.0,0.0,1.0,-1158.4579339123993,26.0,26.0,0.8721,0.0
0.0,0.0,1.0,-1094.4994376194347,10.0,10.0,0.6879,0.0
0.0,0.0,1.0,-1305.7880449021752,49.0,49.0,0.724,0.0
0.0,0.0,1.0,-1111.6535146569568,15.0,15.0,0.8142,0.0
0.0,0.0,1.0,-1073.2305508780955,9.0,9.0,0.7552,0.0
0.0,0.0,1.0,-1134.1857478629531,22.0,22.0,0.8907,0.0
0.0,0.0,1.0,-1070.632692630818,8.0,8.0,0.7294,0.0
0.0,0.0,1.0,-1088.8099022946835,11.0,11.0,0.8155,0.0
0.0,0.0,1.0,-1091.6424256087523,10.0,10.0,0.658,0.0
0.0,0.0,1.0,-1109.7882295451132,11.0,11.0,0.6964,0.0
0.0,0.0,1.0,-1118.3905659322888,12.0,12.0,0.4906,0.0
0.0,0.0,1.0,-1072.5837987837488,8.0,8.0,0.6441,0.0
0.0,0.0,1.0,-1121.844262638185,14.0,14.0,0.6814,0.0
0.0,1.0,1.0,-1234.6910051488085,46.0,46.0,1.0043,0.0
0.0,0.0,1.0,-1124.6394572816746,18.0,18.0,0.7417,0.0
0.0,0.0,1.0,-1211.6168396713201,36.0,36.0,0.7978,0.0
0.0,1.0,0.0,733.8260772895278,47.0,47.0,1.0177,0.0
0.0,0.0,1.0,-1125.4729643257506,18.0,18.0,0.8701,0.0
0.0,1.0,0.0,818.312254420791,34.0,34.0,1.0633,0.0
0.0,0.0,1.0,-1074.0429218935137,8.0,8.0,0.6676,0.0
0.0,0.0,1.0,-1268.87062909089,53.0,53.0,0.9214,0.0
0.0,0.0,1.0,-1118.5765910484536,12.0,12.0,0.548,0.0
0.0,1.0,0.0,568.1276053164063,74.0,74.0,1.0487,0.0
0.0,1.0,0.0,634.726389581703,68.0,68.0,1.0347,0.0
0.0,0.0,1.0,-1098.1959146862873,11.0,11.0,0.7356,0.0
0.0,0.0,1.0,-1105.8245026469608,11.0,11.0,0.7245,0.0
0.0,0.0,1.0,-1071.6540461347822,8.0,8.0,0.6671,0.0
0.0,0.0,1.0,-1068.6163180606727,8.0,8.0,0.7539,0.0
0.0,0.0,1.0,-1279.4228435650457,42.0,42.0,0.7378,0.0
0.0,0.0,1.0,-1269.8616080570634,46.0,46.0,0.9416,0.0
0.0,0.0,1.0,-1118.6175265025506,14.0,14.0,0.7157,0.0
0.0,0.0,1.0,-1079.9618722786606,9.0,9.0,0.6904,0.0
0.0,1.0,0.0,816.7512301825221,40.0,40.0,1.0004,0.0
0.0,1.0,0.0,604.353101619975,62.0,62.0,1.0408,0.0
0.0,0.0,1.0,-1084.6379003071795,10.0,10.0,0.781,0.0
0.0,0.0,1.0,-1238.8833581037793,38.0,38.0,0.8213,0.0
0.0,0.0,1.0,-1131.475976073753,19.0,19.0,0.9003,0.0
0.0,0.0,1.0,-1161.4049769181313,30.0,30.0,0.8891,0.0
0.0,0.0,1.0,-1172.968746929462,24.0,24.0,0.7918,0.0
0.0,1.0,0.0,590.1255069648843,73.0,73.0,1.0212,0.0
0.0,0.0,1.0,-1071.8306964380001,8.0,8.0,0.5968,0.0
